Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.18-74.125.90.74-39386-443-6,192.168.100.18,39386,74.125.90.74,443,6,17/05/2026 10:02:15 pm,44702,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.370363742114446,44.74072748422889,44702.0,0.0,44702.0,44702.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,22.370363742114446,22.370363742114446,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1047,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-35.190.88.7-37024-443-6,192.168.100.18,37024,35.190.88.7,443,6,17/05/2026 10:02:25 pm,130286,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.35084352885191,130286.0,0.0,130286.0,130286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,7.675421764425955,7.675421764425955,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,592,1043,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-55064-53-17,192.168.100.18,55064,192.168.100.1,53,17,17/05/2026 10:02:22 pm,8994,1,1,48.0,176.0,48.0,48.0,48.0,0.0,176.0,176.0,176.0,0.0,24905.492550589282,222.37046920169,8994.0,0.0,8994.0,8994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,111.185234600845,111.185234600845,48.0,176.0,90.66666666666666,73.9008344562721,5461.333333333333,0,0,0,0,0,0,0,0,1.0,136.0,48.0,176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.202-39388-443-6,192.168.100.18,39388,142.250.202.202,443,6,17/05/2026 10:02:19 pm,291647,2,6,512.0,5709.0,512.0,0.0,256.0,362.03867196751236,1412.0,0.0,951.4999999999999,713.664276813685,21330.58114775739,27.430421022674672,41663.857142857145,93295.64446144413,251392.0,0.0,291647.0,291647.0,0.0,291647.0,291647.0,257844.0,51568.8,111739.49648714192,251392.0,0.0,1,0,0,0,40,120,6.857605255668668,20.572815767006006,0.0,1412.0,748.1111111111112,658.2128159730037,433244.1111111111,0,0,0,5,8,0,0,0,3.0,841.625,256.0,951.5,0,0,0,6221,6,21337,0,0,0,0,512,1042,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.202-39506-443-6,192.168.100.18,39506,142.250.202.202,443,6,17/05/2026 10:02:15 pm,48884,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.45659111365682,40.91318222731364,48884.0,0.0,48884.0,48884.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,20.45659111365682,20.45659111365682,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1044,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-52203-53-17,192.168.100.18,52203,192.168.100.1,53,17,17/05/2026 10:02:20 pm,8741,1,1,37.0,87.0,37.0,37.0,37.0,0.0,87.0,87.0,87.0,0.0,14186.019906189222,228.80677268047134,8741.0,0.0,8741.0,8741.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,114.40338634023567,114.40338634023567,37.0,87.0,53.66666666666667,28.867513459481287,833.3333333333334,0,0,0,0,0,0,0,0,1.0,80.5,37.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.234-38711-443-6,192.168.100.18,38711,142.250.202.234,443,6,17/05/2026 10:02:16 pm,45282,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.08383021951327,44.16766043902654,45282.0,0.0,45282.0,45282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,22.08383021951327,22.08383021951327,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,510,1030,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-34.54.84.110-36393-443-6,192.168.100.18,36393,34.54.84.110,443,6,17/05/2026 10:02:14 pm,117174,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.534316486592589,17.068632973185178,117174.0,0.0,117174.0,117174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,8.534316486592589,8.534316486592589,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1042,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
134.221.96.0-0.0.0.32-0-0-0,134.221.96.0,0,0.0.0.32,0,0,17/05/2026 10:02:19 pm,2003412,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.4974453582188787,1001706.0,4746.100715324107,1005062.0,998350.0,2003412.0,1001706.0,4746.100715324107,1005062.0,998350.0,0,0,0,0,0,0,0,0,0,0,0,1.4974453582188787,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NeedManualLabel
Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.18-208.95.112.1-36950-80-6,192.168.100.18,36950,208.95.112.1,80,6,17/05/2026 10:03:35 pm,437239,3,2,125.0,488.0,125.0,0.0,41.666666666666664,72.16878364870321,488.0,0.0,244.0,345.0681092190352,1401.9792378996385,11.435393457582695,109309.75,126189.5751911253,228940.0,112.0,208299.0,104149.5,147131.24349539087,208187.0,112.0,229508.0,229508.0,0.0,229508.0,229508.0,0,0,0,0,80,52,6.861236074549617,4.574157383033078,0.0,488.0,102.16666666666667,195.52024618096888,38228.16666666667,1,2,0,2,4,0,0,0,0.0,122.6,41.666666666666664,244.0,0,0,0,0,0,0,0,0,0,0,64440,7648,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-208.95.112.1-37004-80-6,192.168.100.18,37004,208.95.112.1,80,6,17/05/2026 10:03:36 pm,442815,3,2,125.0,245.0,125.0,0.0,41.666666666666664,72.16878364870321,245.0,0.0,122.5,173.24116139070415,835.5633842575342,11.291397084561272,110703.75,126776.12109114502,220497.0,78.0,222318.0,111159.0,157092.25672196576,222240.0,78.0,222325.0,222325.0,0.0,222325.0,222325.0,0,0,0,0,80,52,6.774838250736764,4.516558833824509,0.0,245.0,61.666666666666664,102.79429296739517,10566.666666666666,1,2,0,2,4,0,0,0,0.0,74.0,41.666666666666664,122.5,0,0,0,0,0,0,0,0,0,0,64440,40680,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.251.38.3-56930-443-17,192.168.100.18,56930,142.251.38.3,443,17,17/05/2026 10:03:41 pm,412884,13,15,4838.0,9254.0,1250.0,31.0,372.1538461538462,527.8820648203293,1250.0,22.0,616.9333333333333,584.5390695321603,34130.65170847018,67.8156576665601,15292.0,27060.212524038943,115202.0,0.0,412884.0,34407.00000000001,41487.62155368536,138917.0,129.0,373787.0,26699.07142857143,45960.853278321854,122823.0,0.0,0,0,0,0,104,120,31.485841059474335,36.32981660708577,22.0,1250.0,529.0344827586207,569.5596972824471,324398.24876847287,0,0,0,0,0,0,0,0,1.0,547.9285714285714,372.15384615384613,616.9333333333333,0,0,0,14092,28,34130,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.252-61119-5355-17,192.168.100.18,61119,224.0.0.252,5355,17,17/05/2026 10:03:40 pm,422893,2,0,66.0,0.0,33.0,33.0,33.0,0.0,0,0,0,0,156.06784694946475,4.729328695438326,422893.0,0.0,422893.0,422893.0,422893.0,422893.0,0.0,422893.0,422893.0,0,0,0,0,0,0,0,0,0,16,0,4.729328695438326,0.0,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,49.5,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-151.101.1.229-38473-443-6,192.168.100.18,38473,151.101.1.229,443,6,17/05/2026 10:03:39 pm,145853,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.8562182471392425,13.712436494278485,145853.0,0.0,145853.0,145853.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,6.8562182471392425,6.8562182471392425,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,514,278,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.252-50458-5355-17,192.168.100.18,50458,224.0.0.252,5355,17,17/05/2026 10:03:28 pm,427838,2,0,66.0,0.0,33.0,33.0,33.0,0.0,0,0,0,0,154.26399712040538,4.674666579406224,427838.0,0.0,427838.0,427838.0,427838.0,427838.0,0.0,427838.0,427838.0,0,0,0,0,0,0,0,0,0,16,0,4.674666579406224,0.0,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,49.5,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.252-53613-5355-17,192.168.100.18,53613,224.0.0.252,5355,17,17/05/2026 10:03:32 pm,422300,2,0,66.0,0.0,33.0,33.0,33.0,0.0,0,0,0,0,156.28699976320152,4.735969689793985,422300.0,0.0,422300.0,422300.0,422300.0,422300.0,0.0,422300.0,422300.0,0,0,0,0,0,0,0,0,0,16,0,4.735969689793985,0.0,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,49.5,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.252-58420-5355-17,192.168.100.18,58420,224.0.0.252,5355,17,17/05/2026 10:03:32 pm,421257,2,0,66.0,0.0,33.0,33.0,33.0,0.0,0,0,0,0,156.6739543793931,4.747695587254337,421257.0,0.0,421257.0,421257.0,421257.0,421257.0,0.0,421257.0,421257.0,0,0,0,0,0,0,0,0,0,16,0,4.747695587254337,0.0,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,49.5,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-50471-53-17,192.168.100.18,50471,192.168.100.1,53,17,17/05/2026 10:03:35 pm,448226,2,2,56.0,56.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,249.87394751754695,8.924069554198105,149408.6666666667,254880.64949370583,443718.0,1443.0,446783.0,446783.0,0.0,446783.0,446783.0,445161.0,445161.0,0.0,445161.0,445161.0,0,0,0,0,16,16,4.462034777099053,4.462034777099053,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,35.0,28.0,28.0,0,0,0,112,4,249,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-95.101.234.96-56114-443-17,192.168.100.18,56114,95.101.234.96,443,17,17/05/2026 10:03:27 pm,10865088,20,18,587.0,516.0,33.0,29.0,29.349999999999998,1.089422831256605,72.0,24.0,28.666666666666664,11.034704612374222,101.51781559431456,3.4974406097769295,293651.0270270271,343127.7514058063,1874437.0,0.0,1.0141345E7,533755.0,429954.9376756437,2029255.0,191305.0,1.0710615E7,630036.1764705882,581280.1976344149,2016508.0,0.0,0,0,0,0,160,144,1.840758215672068,1.6566823941048614,24.0,72.0,29.025641025641022,7.4285621598316816,55.18353576248313,0,0,0,0,0,0,0,0,0.0,29.789473684210527,29.35,28.666666666666668,0,0,0,523,18,135,10,293,9,258,0,0,19,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-208.95.112.1-36950-80-6,192.168.100.18,36950,208.95.112.1,80,6,17/05/2026 10:03:36 pm,207879,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.620981436316319,207879.0,0.0,207879.0,207879.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.810490718158159,4.810490718158159,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,512,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-64497-53-17,192.168.100.18,64497,192.168.100.1,53,17,17/05/2026 10:03:35 pm,17539,1,1,28.0,44.0,28.0,28.0,28.0,0.0,44.0,44.0,44.0,0.0,4105.137122983067,114.03158674952962,17539.0,0.0,17539.0,17539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,57.01579337476481,57.01579337476481,28.0,44.0,33.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,50.0,28.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-59248-53-17,192.168.100.18,59248,192.168.100.1,53,17,17/05/2026 10:03:41 pm,10360,1,1,33.0,49.0,33.0,33.0,33.0,0.0,49.0,49.0,49.0,0.0,7915.057915057915,193.05019305019306,10360.0,0.0,10360.0,10360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,96.52509652509653,96.52509652509653,33.0,49.0,38.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,57.5,33.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-95.101.234.96-58842-443-17,192.168.100.18,58842,95.101.234.96,443,17,17/05/2026 10:03:36 pm,4745588,19,24,3151.0,9385.0,1250.0,29.0,165.84210526315786,382.73798161810305,1452.0,21.0,391.04166666666674,545.0574344819616,2641.6115347560726,9.061047861719139,112990.19047619049,157343.52739448307,839131.0,0.0,4568400.0,253800.0,262481.6001206225,1004733.0,240.0,4609551.0,200415.26086956525,283648.51735109475,1016319.0,0.0,0,0,0,0,152,192,4.003718822620084,5.057329039099054,21.0,1452.0,313.31818181818187,503.60088353208016,253613.84989429175,0,0,0,0,0,0,0,0,1.0,320.6046511627907,165.8421052631579,391.0416666666667,0,0,0,12536,43,2641,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.234-38711-443-6,192.168.100.18,38711,142.250.202.234,443,6,17/05/2026 10:03:32 pm,38595,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.910091980826532,51.820183961653065,38595.0,0.0,38595.0,38595.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,25.910091980826532,25.910091980826532,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,510,1030,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-51341-53-17,192.168.100.18,51341,192.168.100.1,53,17,17/05/2026 10:03:41 pm,10775,1,1,33.0,93.0,33.0,33.0,33.0,0.0,93.0,93.0,93.0,0.0,11693.735498839907,185.61484918793505,10775.0,0.0,10775.0,10775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,92.80742459396753,92.80742459396753,33.0,93.0,53.0,34.64101615137755,1200.0,0,0,0,0,0,0,0,0,1.0,79.5,33.0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-58420-53-17,192.168.100.18,58420,192.168.100.1,53,17,17/05/2026 10:03:35 pm,6643,1,1,28.0,72.0,28.0,28.0,28.0,0.0,72.0,72.0,72.0,0.0,15053.439710973958,301.0687942194792,6643.0,0.0,6643.0,6643.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,150.5343971097396,150.5343971097396,28.0,72.0,42.666666666666664,25.40341184434353,645.3333333333333,0,0,0,0,0,0,0,0,1.0,64.0,28.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.234-38533-443-6,192.168.100.18,38533,142.250.202.234,443,6,17/05/2026 10:03:31 pm,40898,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.451073402122354,48.90214680424471,40898.0,0.0,40898.0,40898.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,24.451073402122354,24.451073402122354,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1032,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.252-52088-5355-17,192.168.100.18,52088,224.0.0.252,5355,17,17/05/2026 10:03:29 pm,420736,2,0,66.0,0.0,33.0,33.0,33.0,0.0,0,0,0,0,156.86796470946152,4.7535746881655,420736.0,0.0,420736.0,420736.0,420736.0,420736.0,0.0,420736.0,420736.0,0,0,0,0,0,0,0,0,0,16,0,4.7535746881655,0.0,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,49.5,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-208.95.112.1-37004-80-6,192.168.100.18,37004,208.95.112.1,80,6,17/05/2026 10:03:36 pm,221542,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.027633586407996,221542.0,0.0,221542.0,221542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.513816793203998,4.513816793203998,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,503,512,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-74.125.90.74-39386-443-6,192.168.100.18,39386,74.125.90.74,443,6,17/05/2026 10:03:31 pm,39767,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.146478235723087,50.292956471446175,39767.0,0.0,39767.0,39767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,25.146478235723087,25.146478235723087,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1047,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.252-62298-5355-17,192.168.100.18,62298,224.0.0.252,5355,17,17/05/2026 10:03:29 pm,419819,2,0,66.0,0.0,33.0,33.0,33.0,0.0,0,0,0,0,157.2106074284394,4.7639578008618,419819.0,0.0,419819.0,419819.0,419819.0,419819.0,0.0,419819.0,419819.0,0,0,0,0,0,0,0,0,0,16,0,4.7639578008618,0.0,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,49.5,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.202-39388-443-6,192.168.100.18,39388,142.250.202.202,443,6,17/05/2026 10:03:34 pm,46178,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.655333708692453,43.310667417384906,46178.0,0.0,46178.0,46178.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,21.655333708692453,21.655333708692453,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1040,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.252-57201-5355-17,192.168.100.18,57201,224.0.0.252,5355,17,17/05/2026 10:03:28 pm,428489,2,0,66.0,0.0,33.0,33.0,33.0,0.0,0,0,0,0,154.02962503121432,4.667564394885283,428489.0,0.0,428489.0,428489.0,428489.0,428489.0,0.0,428489.0,428489.0,0,0,0,0,0,0,0,0,0,16,0,4.667564394885283,0.0,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,49.5,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.252-49832-5355-17,192.168.100.18,49832,224.0.0.252,5355,17,17/05/2026 10:03:40 pm,422198,2,0,66.0,0.0,33.0,33.0,33.0,0.0,0,0,0,0,156.3247575781979,4.737113866005997,422198.0,0.0,422198.0,422198.0,422198.0,422198.0,0.0,422198.0,422198.0,0,0,0,0,0,0,0,0,0,16,0,4.737113866005997,0.0,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,49.5,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-185.125.190.58-57635-123-17,192.168.100.18,57635,185.125.190.58,123,17,17/05/2026 10:03:34 pm,152538,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,629.3513747394092,13.11148697373769,152538.0,0.0,152538.0,152538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6.555743486868845,6.555743486868845,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.251-5353-5353-17,192.168.100.18,5353,224.0.0.251,5353,17,17/05/2026 10:03:28 pm,13889589,35,0,1365.0,0.0,39.0,39.0,39.0,0.0,0,0,0,0,98.27504615147359,2.519872978242913,408517.3235294118,1281002.2516089485,7325382.0,974.0,1.3889589E7,408517.3235294118,1281002.2516089485,7325382.0,974.0,0,0,0,0,0,0,0,0,0,280,0,2.519872978242913,0.0,39.0,39.0,39.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,40.114285714285714,39.0,0.0,0,0,0,227,5,548,7,273,0,0,0,0,34,8,4992488.0,0.0,4992488.0,4992488.0,7325382.0,0.0,7325382.0,7325382.0,NeedManualLabel
192.168.100.18-142.250.202.202-39506-443-6,192.168.100.18,39506,142.250.202.202,443,6,17/05/2026 10:03:30 pm,37132,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.930949046644404,53.86189809328881,37132.0,0.0,37132.0,37132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,26.930949046644404,26.930949046644404,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1042,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
